"NP Title ID","Title ID","Title","Region","Category","PS VR","PS4 Pro Enhanced","PS5 backward compatible","Date"
"CUSA00001_00","CUSA00001","THE PLAYROOM","IP","gd",0,0,"N/A","2020-11-01T14:25:42.2440643Z"
"CUSA00002_00","CUSA00002","KILLZONE™ SHADOW FALL","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.2707137Z"
"CUSA00003_00","CUSA00003","DRIVECLUB™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.2779936Z"
"CUSA00004_00","CUSA00004","inFAMOUS™ Second Son","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.2840693Z"
"CUSA00005_00","CUSA00005","RESOGUN™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.2902388Z"
"CUSA00006_00","CUSA00006","KNACK™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.2984386Z"
"CUSA00007_00","CUSA00007","NBA 2K14","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3046547Z"
"CUSA00008_00","CUSA00008","KILLZONE™ SHADOW FALL","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3113854Z"
"CUSA00009_00","CUSA00009","Assassin's Creed® IV Black Flag","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3176806Z"
"CUSA00010_00","CUSA00010","Assassin's Creed® IV Black Flag","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3244912Z"
"CUSA00011_00","CUSA00011","Contrast","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3307223Z"
"CUSA00012_00","CUSA00012","DC Universe Online","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3374064Z"
"CUSA00013_00","CUSA00013","F1™ 2015","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3434917Z"
"CUSA00014_00","CUSA00014","KNACK","JP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.3503273Z"
"CUSA00016_00","CUSA00016","WATCH_DOGS™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3567765Z"
"CUSA00017_00","CUSA00017","Angry Birds Star Wars","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3637752Z"
"CUSA00018_00","CUSA00018","Call of Duty® Ghosts","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3710273Z"
"CUSA00019_00","CUSA00019","Skylanders SWAP Force","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3774013Z"
"CUSA00020_00","CUSA00020","F1™ 2015","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.3845836Z"
"CUSA00021_00","CUSA00021","WATCH_DOGS™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.391053Z"
"CUSA00022_00","CUSA00022","WATCH_DOGS™","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.398438Z"
"CUSA00024_00","CUSA00024","Skylanders SWAP Force","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4046843Z"
"CUSA00025_00","CUSA00025","Call of Duty® Ghosts","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4114801Z"
"CUSA00028_00","CUSA00028","Call of Duty® Ghosts","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4176549Z"
"CUSA00031_00","CUSA00031","Rayman® Legends","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4243682Z"
"CUSA00033_00","CUSA00033","SingStar™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4304462Z"
"CUSA00034_00","CUSA00034","Escape Plan","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4371105Z"
"CUSA00035_00","CUSA00035","The Order: 1886","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.443226Z"
"CUSA00036_00","CUSA00036","Doki-Doki Universe™","UP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.4500132Z"
"CUSA00038_00","CUSA00038","RESOGUN™","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.4561607Z"
"CUSA00039_00","CUSA00039","MLB® 14 The Show™","UP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.4628744Z"
"CUSA00040_00","CUSA00040","Sound Shapes","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4689349Z"
"CUSA00041_00","CUSA00041","N++","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.475574Z"
"CUSA00042_00","CUSA00042","Blacklight: Retribution","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4816762Z"
"CUSA00043_00","CUSA00043","Basement Crawl","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4884209Z"
"CUSA00044_00","CUSA00044","LEGO® MARVEL Super Heroes","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.4944762Z"
"CUSA00045_00","CUSA00045","Super Motherload","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5011788Z"
"CUSA00046_00","CUSA00046","Doki-Doki Universe™","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.5092415Z"
"CUSA00047_00","CUSA00047","Blast 'Em Bunnies","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5159472Z"
"CUSA00048_00","CUSA00048","Basement Crawl","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.523269Z"
"CUSA00049_00","CUSA00049","Battlefield 4™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5299597Z"
"CUSA00050_00","CUSA00050","Dying Light","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5366845Z"
"CUSA00051_00","CUSA00051","Injustice: Gods Among Us Ultimate Edition","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5421996Z"
"CUSA00052_00","CUSA00052","The LEGO® Movie - Videogame","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5484556Z"
"CUSA00053_00","CUSA00053","Middle-earth™: Shadow of Mordor™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.5536704Z"
"CUSA00054_00","CUSA00054","Mad Max","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.559325Z"
"CUSA00055_00","CUSA00055","Tiny Brains","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5641301Z"
"CUSA00056_00","CUSA00056","Blast 'Em Bunnies","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5694078Z"
"CUSA00057_00","CUSA00057","Strider","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.5739151Z"
"CUSA00058_00","CUSA00058","Super Motherload","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.578967Z"
"CUSA00059_00","CUSA00059","Crackle - Free Movies and TV","US","gde",0,0,"N/A","2020-11-01T14:25:42.5833673Z"
"CUSA00061_00","CUSA00061","WEBMAF_DEFAULT","EP","gde",0,0,"N/A","2020-11-01T14:25:42.5885199Z"
"CUSA00062_00","CUSA00062","ALIENATION™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.5928817Z"
"CUSA00063_00","CUSA00063","LittleBigPlanet™3 (EU)","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.5979035Z"
"CUSA00064_00","CUSA00064","DRIVECLUB™","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6020776Z"
"CUSA00065_00","CUSA00065","KILLZONE™ SHADOW FALL","HP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6070458Z"
"CUSA00066_00","CUSA00066","DRIVECLUB™","HP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6111819Z"
"CUSA00068_00","CUSA00068","KNACK™","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.6164239Z"
"CUSA00069_00","CUSA00069","Rayman® Legends","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6214415Z"
"CUSA00070_00","CUSA00070","The Order: 1886","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6259386Z"
"CUSA00071_00","CUSA00071","Velocity®2X","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.6309543Z"
"CUSA00072_00","CUSA00072","All 4","EP","gde",0,0,"COMPATIBLE","2020-11-01T14:25:42.6354429Z"
"CUSA00074_00","CUSA00074","Child of Light","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6404258Z"
"CUSA00075_00","CUSA00075","Watchever","EP","gde",0,0,"N/A","2020-11-01T14:25:42.6445442Z"
"CUSA00076_00","CUSA00076","The Order: 1886","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.649383Z"
"CUSA00077_00","CUSA00077","Flower","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6534827Z"
"CUSA00078_00","CUSA00078","Dying Light","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6583734Z"
"CUSA00079_00","CUSA00079","Injustice: Gods Among Us Ultimate Edition","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6625456Z"
"CUSA00080_00","CUSA00080","Warframe","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.6675612Z"
"CUSA00081_00","CUSA00081","Pinball Arcade","UP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.6716953Z"
"CUSA00082_00","CUSA00082","Anomaly 2","UP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.6766616Z"
"CUSA00083_00","CUSA00083","LEGO® MARVEL Super Heroes","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6808669Z"
"CUSA00084_00","CUSA00084","The LEGO® Movie - Videogame","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6858516Z"
"CUSA00085_00","CUSA00085","KILLZONE® SHADOW FALL","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.6900222Z"
"CUSA00086_00","CUSA00086","The Elder Scrolls Online: Tamriel Unlimited","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.6949242Z"
"CUSA00087_00","CUSA00087","Strider","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.699199Z"
"CUSA00088_00","CUSA00088","Madden NFL 25","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7040723Z"
"CUSA00089_00","CUSA00089","NBA LIVE 14","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7082305Z"
"CUSA00090_00","CUSA00090","Sound Shapes","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7131867Z"
"CUSA00091_00","CUSA00091","Hohokum","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7173215Z"
"CUSA00092_00","CUSA00092","Flower","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7222008Z"
"CUSA00093_00","CUSA00093","DRIVECLUB™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7271039Z"
"CUSA00095_00","CUSA00095","Crunchyroll","UP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.7312976Z"
"CUSA00096_00","CUSA00096","VUDU™ Movies & TV","UT","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.7362085Z"
"CUSA00097_00","CUSA00097","YuppTV","UP","gde",0,0,"N/A","2020-11-01T14:25:42.7403707Z"
"CUSA00098_00","CUSA00098","EPIX","UT","gde",0,0,"N/A","2020-11-01T14:25:42.7452172Z"
"CUSA00100_00","CUSA00100","The Order: 1886","HP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7493928Z"
"CUSA00101_00","CUSA00101","SingStar™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.754312Z"
"CUSA00102_00","CUSA00102","Middle-earth™: Shadow of Mordor™","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.758469Z"
"CUSA00103_00","CUSA00103","Mad Max","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7634123Z"
"CUSA00104_00","CUSA00104","NBA 2K14","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7675301Z"
"CUSA00105_00","CUSA00105","Pinball Arcade","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.7724643Z"
"CUSA00106_00","CUSA00106","Warframe","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.7765965Z"
"CUSA00107_00","CUSA00107","Tomb Raider: Definitive Edition","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.78183Z"
"CUSA00108_00","CUSA00108","The Tomorrow Children™","JP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.7861433Z"
"CUSA00109_00","CUSA00109","Tomb Raider: Definitive Edition","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7913617Z"
"CUSA00110_00","CUSA00110","Battlefield 4™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.7955155Z"
"CUSA00111_00","CUSA00111","FIFA 14","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8005272Z"
"CUSA00112_00","CUSA00112","Madden NFL 25","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8047294Z"
"CUSA00113_00","CUSA00113","Need for Speed™ Rivals","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8097494Z"
"CUSA00114_00","CUSA00114","NBA LIVE 14","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8139349Z"
"CUSA00115_00","CUSA00115","Maxdome","EP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.8189093Z"
"CUSA00116_00","CUSA00116","BBC Sport","EP","gde",0,0,"N/A","2020-11-01T14:25:42.823117Z"
"CUSA00117_00","CUSA00117","Now TV","EP","gde",0,0,"COMPATIBLE","2020-11-01T14:25:42.8281316Z"
"CUSA00118_00","CUSA00118","Ximon","EP","gde",0,0,"N/A","2020-11-01T14:25:42.8331671Z"
"CUSA00119_00","CUSA00119","TotalChannel","EP","gde",0,0,"N/A","2020-11-01T14:25:42.8373148Z"
"CUSA00120_00","CUSA00120","NOS Sport","EP","gde",0,0,"N/A","2020-11-01T14:25:42.8423654Z"
"CUSA00121_00","CUSA00121","RTBF","EP","gde",0,0,"N/A","2020-11-01T14:25:42.84655Z"
"CUSA00122_00","CUSA00122","BBC iPlayer","EP","gde",0,1,"NOT_COMPATIBLE","2020-11-01T14:25:42.8512669Z"
"CUSA00123_00","CUSA00123","Rakuten TV","EP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.8553981Z"
"CUSA00124_00","CUSA00124","Viaplay","EP","gde",0,0,"COMPATIBLE","2020-11-01T14:25:42.8606381Z"
"CUSA00125_00","CUSA00125","とってもE麻雀ぷらす","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8648353Z"
"CUSA00126_00","CUSA00126","Prime Video","EP","gdk",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.8695136Z"
"CUSA00127_00","CUSA00127","Netflix","EP","gde",0,1,"NOT_COMPATIBLE","2020-11-01T14:25:42.8737018Z"
"CUSA00128_00","CUSA00128","FIFA 14","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8783467Z"
"CUSA00129_00","CUSA00129","Netflix","UT","gde",0,1,"NOT_COMPATIBLE","2020-11-01T14:25:42.8824731Z"
"CUSA00130_00","CUSA00130","Prime Video","UP","gdk",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:42.8871056Z"
"CUSA00131_00","CUSA00131","Hulu","UT","gde",0,1,"COMPATIBLE","2020-11-01T14:25:42.8912292Z"
"CUSA00132_00","CUSA00132","The Elder Scrolls Online: Tamriel Unlimited","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.8958605Z"
"CUSA00133_00","CUSA00133","BATMAN™: ARKHAM KNIGHT","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.8999734Z"
"CUSA00134_00","CUSA00134","NBA 2K14","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9046847Z"
"CUSA00135_00","CUSA00135","BATMAN™: ARKHAM KNIGHT","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9088077Z"
"CUSA00137_00","CUSA00137","Anomaly 2","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.9134553Z"
"CUSA00140_00","CUSA00140","KNACK™","UP","gd",0,0,"N/A","2020-11-01T14:25:42.9175614Z"
"CUSA00141_00","CUSA00141","Escape Plan","HP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9224505Z"
"CUSA00142_00","CUSA00142","HELLDIVERS™","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.9267171Z"
"CUSA00143_00","CUSA00143","Hohokum","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9316764Z"
"CUSA00144_00","CUSA00144","flOw","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9359932Z"
"CUSA00145_00","CUSA00145","Redbox Instant","UT","gde",0,0,"N/A","2020-11-01T14:25:42.9413952Z"
"CUSA00147_00","CUSA00147","Awesomenauts Assemble!","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9462675Z"
"CUSA00151_00","CUSA00151","Guacamelee! Super Turbo Championship Edition","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9506039Z"
"CUSA00152_00","CUSA00152","Escape Plan","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9556953Z"
"CUSA00153_00","CUSA00153","Escape Plan","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9600423Z"
"CUSA00154_00","CUSA00154","Sound Shapes","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9650484Z"
"CUSA00155_00","CUSA00155","FIFA 14","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9692822Z"
"CUSA00156_00","CUSA00156","Need for Speed™ Rivals","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.974189Z"
"CUSA00157_00","CUSA00157","Battlefield 4™","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9783063Z"
"CUSA00158_00","CUSA00158","Don't Starve: Console Edition","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9831104Z"
"CUSA00159_00","CUSA00159","真・三國無雙７ with 猛將傳","HP","gd",0,0,"BOOTABLE","2020-11-01T14:25:42.9872975Z"
"CUSA00160_00","CUSA00160","KNACK™","HP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:42.9920581Z"
"CUSA00161_00","CUSA00161","The Crew™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:42.9962072Z"
"CUSA00162_00","CUSA00162","Call of Duty® Ghosts","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0009046Z"
"CUSA00163_00","CUSA00163","龍が如く 維新！","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0050674Z"
"CUSA00164_00","CUSA00164","ストライダー飛竜","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0097972Z"
"CUSA00165_00","CUSA00165","Tiny Brains","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.013888Z"
"CUSA00168_00","CUSA00168","Need for Speed™ Rivals","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0185652Z"
"CUSA00169_00","CUSA00169","Doki-Doki Universe™","JP","gd",0,0,"BOOTABLE","2020-11-01T14:25:43.022658Z"
"CUSA00170_00","CUSA00170","FIFA 14","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0273814Z"
"CUSA00172_00","CUSA00172","FIFA 14 DEMO","UP","gd",0,0,"N/A","2020-11-01T14:25:43.0316532Z"
"CUSA00173_00","CUSA00173","FIFA 14 DEMO","UP","gd",0,0,"N/A","2020-11-01T14:25:43.0364471Z"
"CUSA00174_00","CUSA00174","FIFA 14 DEMO","JP","gd",0,0,"N/A","2020-11-01T14:25:43.0413399Z"
"CUSA00175_00","CUSA00175","Sound Shapes","HP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0454845Z"
"CUSA00176_00","CUSA00176","Dead Nation™: Apocalypse Edition","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:43.0503603Z"
"CUSA00177_00","CUSA00177","Pinball Arcade","UP","gd",0,0,"N/A","2020-11-01T14:25:43.0545051Z"
"CUSA00178_00","CUSA00178","flOw","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0592266Z"
"CUSA00179_00","CUSA00179","Flowery","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0633424Z"
"CUSA00180_00","CUSA00180","flOw","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0680535Z"
"CUSA00181_00","CUSA00181","Contrast","UP","gd",0,0,"N/A","2020-11-01T14:25:43.0721543Z"
"CUSA00182_00","CUSA00182","War Thunder","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.0769061Z"
"CUSA00183_00","CUSA00183","Worms Battlegrounds","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0810951Z"
"CUSA00184_00","CUSA00184","Angry Birds Star Wars","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0858481Z"
"CUSA00185_00","CUSA00185","FIFA 14 DEMO","EP","gd",0,0,"N/A","2020-11-01T14:25:43.0899289Z"
"CUSA00186_00","CUSA00186","Zen Pinball 2","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0946425Z"
"CUSA00187_00","CUSA00187","Zen Pinball 2","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.0987758Z"
"CUSA00189_00","CUSA00189","Just Dance® 2014","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1034955Z"
"CUSA00190_00","CUSA00190","KILLZONE™ SHADOW FALL","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1076307Z"
"CUSA00191_00","CUSA00191","KILLZONE™ SHADOW FALL","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1124237Z"
"CUSA00192_00","CUSA00192","Worms Battlegrounds","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1165491Z"
"CUSA00194_00","CUSA00194","Until Dawn™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1212658Z"
"CUSA00195_00","CUSA00195","Just Dance® 2014","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1254133Z"
"CUSA00196_00","CUSA00196","Octodad: Dadliest Catch","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1302419Z"
"CUSA00197_00","CUSA00197","Octodad: Dadliest Catch","UP","gd",0,0,"N/A","2020-11-01T14:25:43.1343388Z"
"CUSA00199_00","CUSA00199","1001 Spikes","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1390808Z"
"CUSA00202_00","CUSA00202","KNACK™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.1438562Z"
"CUSA00203_00","CUSA00203","The Evil Within","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1480132Z"
"CUSA00204_00","CUSA00204","Divekick","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1529206Z"
"CUSA00206_00","CUSA00206","Assassin's Creed® IV Black Flag","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1571594Z"
"CUSA00207_00","CUSA00207","Bloodborne™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1621722Z"
"CUSA00208_00","CUSA00208","Bloodborne™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1664184Z"
"CUSA00210_00","CUSA00210","Divekick","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1712468Z"
"CUSA00211_00","CUSA00211","METAL GEAR SOLID V: GROUND ZEROES","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1755542Z"
"CUSA00212_00","CUSA00212","Pinball Arcade","EP","gd",0,0,"BOOTABLE","2020-11-01T14:25:43.1804596Z"
"CUSA00213_00","CUSA00213","Honor_And_Duty_Arcade_Edition","UP","gd",1,1,"COMPATIBLE","2020-11-01T14:25:43.1847306Z"
"CUSA00214_00","CUSA00214","NBA (Discontinued)","UP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:43.1901795Z"
"CUSA00216_00","CUSA00216","Pure Chess®","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.19444Z"
"CUSA00217_00","CUSA00217","Trine 2: Complete Story","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.1995446Z"
"CUSA00218_00","CUSA00218","METAL GEAR SOLID V: GROUND ZEROES","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2037852Z"
"CUSA00219_00","CUSA00219","Destiny","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2087701Z"
"CUSA00220_00","CUSA00220","Dragon Age™: Inquisition","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2128867Z"
"CUSA00221_00","CUSA00221","The Crew™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2177351Z"
"CUSA00222_00","CUSA00222","EA SPORTS™ UFC®","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2218858Z"
"CUSA00223_00","CUSA00223","inFAMOUS Second Son™","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.2267543Z"
"CUSA00224_00","CUSA00224","War Thunder","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.2308969Z"
"CUSA00225_00","CUSA00225","METAL GEAR SOLID V: GROUND ZEROES","JP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.235789Z"
"CUSA00226_00","CUSA00226","Contrast","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2399258Z"
"CUSA00230_00","CUSA00230","Trials Fusion™","EP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2448243Z"
"CUSA00231_00","CUSA00231","HELLDIVERS™","EP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.2497066Z"
"CUSA00232_00","CUSA00232","NBA LIVE 14 Demo","EP","gd",0,0,"N/A","2020-11-01T14:25:43.2538081Z"
"CUSA00233_00","CUSA00233","NBA LIVE 14 DEMO","UP","gd",0,0,"N/A","2020-11-01T14:25:43.2587353Z"
"CUSA00234_00","CUSA00234","Trine 2: Complete Story","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.262849Z"
"CUSA00235_00","CUSA00235","VidZone","EP","gde",0,0,"N/A","2020-11-01T14:25:43.2678804Z"
"CUSA00236_00","CUSA00236","Dead Nation™: Apocalypse Edition","UP","gd",0,0,"BOOTABLE","2020-11-01T14:25:43.2720369Z"
"CUSA00237_00","CUSA00237","VidZone","UT","gde",0,0,"N/A","2020-11-01T14:25:43.2766815Z"
"CUSA00238_00","CUSA00238","IGN","UP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:43.2808767Z"
"CUSA00239_00","CUSA00239","The Amazing Spider-Man 2™","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2855224Z"
"CUSA00240_00","CUSA00240","Pure Chess®","UP","gd",0,0,"COMPATIBLE","2020-11-01T14:25:43.2896347Z"
"CUSA00241_00","CUSA00241","NHL GameCenter","UP","gde",0,0,"NOT_COMPATIBLE","2020-11-01T14:25:43.2942673Z"
"CUSA00242_00","CUSA00242","Diablo III: Reaper of Souls – Ultimate Evil Edition","UP","gd",0,1,"COMPATIBLE","2020-11-01T14:25:43.298488Z"
